date,state,fips,cases,newCases,deaths,newDeaths
2021-02-15,Rhode Island,44,121787,966,2334,44
2021-02-15,South Carolina,45,489018,1725,8034,36
2021-02-15,South Dakota,46,110376,61,1844,0
2021-02-15,Tennessee,47,745150,1884,10846,4
2021-02-15,Texas,48,2569113,2922,41484,44
2021-02-15,Utah,49,361815,462,1796,2
2021-02-15,Vermont,50,13862,185,190,1
2021-02-15,Virgin Islands,78,2542,17,25,0
2021-02-15,Virginia,51,551538,1539,7016,4
2021-02-15,Washington,53,331305,141,4739,0
2021-02-15,West Virginia,54,127889,301,2212,2
2021-02-15,Wisconsin,55,607639,426,6753,5
2021-02-15,Wyoming,56,53136,0,647,0
2021-02-16,Alabama,01,482488,883,9257,13
2021-02-16,Alaska,02,56504,496,276,5
2021-02-16,Arizona,04,799944,1099,14981,3
2021-02-16,Arkansas,05,313525,177,5287,12
2021-02-16,California,06,3499336,8794,47446,331
2021-02-16,Colorado,08,417688,783,5932,8
2021-02-16,Connecticut,09,270822,580,7449,2
2021-02-16,Delaware,10,83369,130,1291,8
2021-02-16,District of Columbia,11,39131,130,982,2
2021-02-16,Florida,12,1837277,6297,29153,220
2021-02-16,Georgia,13,945339,2855,15691,240
2021-02-16,Guam,66,8670,2,131,0
2021-02-16,Hawaii,15,26819,16,423,0
2021-02-16,Idaho,16,168097,531,1808,3
2021-02-16,Illinois,17,1167889,1791,22199,33
2021-02-16,Indiana,18,653713,877,12231,40
2021-02-16,Iowa,19,330318,592,5263,26
2021-02-16,Kansas,20,290556,46,4406,0
2021-02-16,Kentucky,21,394829,1054,4491,27
2021-02-16,Louisiana,22,420394,0,9325,0
2021-02-16,Maine,23,42768,91,651,2
2021-02-16,Maryland,24,372403,518,7612,32
2021-02-16,Massachusetts,25,560576,1226,15567,50
2021-02-16,Michigan,26,630605,1115,16138,19
2021-02-16,Minnesota,27,474689,452,6448,2
2021-02-16,Mississippi,28,288714,734,6501,37
2021-02-16,Missouri,29,516710,840,7888,9
2021-02-16,Montana,30,97759,184,1332,3
2021-02-16,Nebraska,31,197904,143,2128,4
2021-02-16,Nevada,32,289094,330,4736,14
2021-02-16,New Hampshire,33,71215,198,1136,1
2021-02-16,New Jersey,34,751065,3633,22497,31
2021-02-16,New Mexico,35,181061,300,3552,12
2021-02-16,New York,36,1553374,6709,45683,131
2021-02-16,North Carolina,37,827985,2293,10611,66
2021-02-16,North Dakota,38,98811,138,1461,0
2021-02-16,Northern Mariana Islands,69,134,0,2,0
2021-02-16,Ohio,39,943291,2026,16453,59
2021-02-16,Oklahoma,40,414780,508,4061,20
2021-02-16,Oregon,41,150875,411,2138,1
2021-02-16,Pennsylvania,42,904203,2958,23166,9
2021-02-16,Puerto Rico,72,131932,480,1924,4
2021-02-16,Rhode Island,44,122072,285,2344,10
2021-02-16,South Carolina,45,490453,1435,8055,21
2021-02-16,South Dakota,46,110593,217,1844,0
2021-02-16,Tennessee,47,746183,1033,10862,16
2021-02-16,Texas,48,2572743,3630,41546,62
2021-02-16,Utah,49,362406,591,1797,1
2021-02-16,Vermont,50,13917,55,191,1
2021-02-16,Virgin Islands,78,2542,0,25,0
2021-02-16,Virginia,51,553308,1770,7037,21
2021-02-16,Washington,53,333185,1880,4777,38
2021-02-16,West Virginia,54,128117,228,2216,4
2021-02-16,Wisconsin,55,608420,781,6792,39
2021-02-16,Wyoming,56,53351,215,662,15
2021-02-17,Alabama,01,483167,679,9346,89
2021-02-17,Alaska,02,56559,55,277,1
2021-02-17,Arizona,04,801741,1797,15084,103
2021-02-17,Arkansas,05,314192,667,5313,26
2021-02-17,California,06,3505610,6274,47902,456
2021-02-17,Colorado,08,418822,1134,5945,13
2021-02-17,Connecticut,09,271356,534,7476,27
2021-02-17,Delaware,10,83581,212,1316,25
2021-02-17,District of Columbia,11,39180,49,985,3
2021-02-17,Florida,12,1844619,7342,29310,157
2021-02-17,Georgia,13,948719,3380,15779,88
2021-02-17,Guam,66,8672,2,131,0
2021-02-17,Hawaii,15,26846,27,424,1
2021-02-17,Idaho,16,168503,406,1819,11
2021-02-17,Illinois,17,1169747,1858,22224,25
2021-02-17,Indiana,18,654636,923,12250,19
2021-02-17,Iowa,19,330906,588,5306,43
2021-02-17,Kansas,20,291868,1312,4521,115
2021-02-17,Kentucky,21,395766,937,4511,20
2021-02-17,Louisiana,22,421018,624,9391,66
2021-02-17,Maine,23,42872,104,654,3
2021-02-17,Maryland,24,373161,758,7630,18
2021-02-17,Massachusetts,25,561936,1360,15623,56
2021-02-17,Michigan,26,631932,1327,16151,13
2021-02-17,Minnesota,27,475447,758,6458,10
2021-02-17,Mississippi,28,289398,684,6524,23
2021-02-17,Missouri,29,517798,1088,7929,41
2021-02-17,Montana,30,97995,236,1335,3
2021-02-17,Nebraska,31,198215,311,2146,18
2021-02-17,Nevada,32,289465,371,4776,40
2021-02-17,New Hampshire,33,71965,750,1148,12
2021-02-17,New Jersey,34,755174,4109,22589,92
2021-02-17,New Mexico,35,181332,271,3564,12
2021-02-17,New York,36,1559299,5925,45807,124
2021-02-17,North Carolina,37,830932,2947,10712,101
2021-02-17,North Dakota,38,98931,120,1461,0
2021-02-17,Northern Mariana Islands,69,135,1,2,0
2021-02-17,Ohio,39,945107,1816,16513,60
2021-02-17,Oklahoma,40,415858,1078,4089,28
2021-02-17,Oregon,41,151257,382,2149,11
2021-02-17,Pennsylvania,42,907736,3533,23360,194
2021-02-17,Puerto Rico,72,132043,111,1930,6
2021-02-17,Rhode Island,44,122440,368,2352,8
2021-02-17,South Carolina,45,492369,1916,8117,62
2021-02-17,South Dakota,46,110685,92,1844,0
2021-02-17,Tennessee,47,747117,934,10892,30
2021-02-17,Texas,48,2577230,4487,41650,104
2021-02-17,Utah,49,363306,900,1806,9
2021-02-17,Vermont,50,13996,79,191,0
2021-02-17,Virgin Islands,78,2545,3,25,0
2021-02-17,Virginia,51,555592,2284,7075,38
2021-02-17,Washington,53,334284,1099,4824,47
2021-02-17,West Virginia,54,128405,288,2225,9
2021-02-17,Wisconsin,55,609192,772,6803,11
2021-02-17,Wyoming,56,53450,99,662,0
2021-02-18,Alabama,01,484365,1198,9424,78
2021-02-18,Alaska,02,56768,209,277,0
2021-02-18,Arizona,04,803158,1417,15294,210
2021-02-18,Arkansas,05,314445,253,5323,10
2021-02-18,California,06,3513458,7848,48334,432
2021-02-18,Colorado,08,420094,1272,5966,21
2021-02-18,Connecticut,09,271903,547,7496,20
2021-02-18,Delaware,10,83852,271,1326,10
2021-02-18,District of Columbia,11,39301,121,992,7
2021-02-18,Florida,12,1849736,5117,29473,163
2021-02-18,Georgia,13,952133,3414,15906,127
2021-02-18,Guam,66,8674,2,131,0
2021-02-18,Hawaii,15,26906,60,425,1
2021-02-18,Idaho,16,168783,280,1828,9
2021-02-18,Illinois,17,1171687,1940,22297,73
2021-02-18,Indiana,18,655396,760,12281,31
2021-02-18,Iowa,19,331502,596,5321,15
2021-02-18,Kansas,20,291962,94,4526,5
2021-02-18,Kentucky,21,396800,1034,4539,28
2021-02-18,Louisiana,22,421846,828,9406,15
2021-02-18,Maine,23,43090,218,655,1
2021-02-18,Maryland,24,374148,987,7661,31
2021-02-18,Massachusetts,25,563976,2040,15686,63
2021-02-18,Michigan,26,633131,1199,16243,92
2021-02-18,Minnesota,27,476360,913,6472,14
2021-02-18,Mississippi,28,289532,134,6531,7
2021-02-18,Missouri,29,518605,807,8087,158
2021-02-18,Montana,30,98211,216,1338,3
2021-02-18,Nebraska,31,198481,266,2151,5
2021-02-18,Nevada,32,289962,497,4807,31
2021-02-18,New Hampshire,33,72399,434,1150,2
2021-02-18,New Jersey,34,758450,3276,22721,132
2021-02-18,New Mexico,35,181739,407,3582,18
2021-02-18,New York,36,1568881,9582,45957,150
2021-02-18,North Carolina,37,834923,3991,10804,92
2021-02-18,North Dakota,38,99064,133,1465,4
2021-02-18,Northern Mariana Islands,69,135,0,2,0
2021-02-18,Ohio,39,947389,2282,16611,98
2021-02-18,Oklahoma,40,416476,618,4112,23
2021-02-18,Oregon,41,151713,456,2155,6
2021-02-18,Pennsylvania,42,911033,3297,23452,92
2021-02-18,Puerto Rico,72,132121,78,1940,10
2021-02-18,Rhode Island,44,122859,419,2367,15
2021-02-18,South Carolina,45,495044,2675,8155,38
2021-02-18,South Dakota,46,110871,186,1847,3
2021-02-18,Tennessee,47,748207,1090,10964,72
2021-02-18,Texas,48,2579584,2354,41764,114
2021-02-18,Utah,49,364457,1151,1813,7
2021-02-18,Vermont,50,14149,153,193,2
2021-02-18,Virgin Islands,78,2558,13,25,0
2021-02-18,Virginia,51,557896,2304,7090,15
2021-02-18,Washington,53,335338,1054,4868,44
2021-02-18,West Virginia,54,128760,355,2236,11
2021-02-18,Wisconsin,55,610056,864,6820,17
2021-02-18,Wyoming,56,53531,81,662,0
2021-02-19,Alabama,01,485212,847,9573,149
2021-02-19,Alaska,02,56979,211,278,1
2021-02-19,Arizona,04,805037,1879,15439,145
2021-02-19,Arkansas,05,314713,268,5336,13
2021-02-19,California,06,3521349,7891,48794,460
2021-02-19,Colorado,08,421327,1233,5980,14
2021-02-19,Connecticut,09,273101,1198,7523,27
2021-02-19,Delaware,10,84181,329,1343,17
2021-02-19,District of Columbia,11,39461,160,993,1
2021-02-19,Florida,12,1856419,6683,29691,218
2021-02-19,Georgia,13,955724,3591,16110,204
2021-02-19,Guam,66,8684,10,131,0
2021-02-19,Hawaii,15,26962,56,427,2
2021-02-19,Idaho,16,169084,301,1829,1
2021-02-19,Illinois,17,1173897,2210,22368,71
2021-02-19,Indiana,18,656433,1037,12325,44
2021-02-19,Iowa,19,331747,245,5336,15
2021-02-19,Kansas,20,293869,1907,4614,88
2021-02-19,Kentucky,21,398665,1865,4562,23
2021-02-19,Louisiana,22,422287,441,9440,34
2021-02-19,Maine,23,43224,134,656,1
2021-02-19,Maryland,24,375156,1008,7677,16
2021-02-19,Massachusetts,25,565794,1818,15726,40
2021-02-19,Michigan,26,634539,1408,16265,22
2021-02-19,Minnesota,27,477355,995,6480,8
2021-02-19,Mississippi,28,289892,360,6534,3
2021-02-19,Missouri,29,519441,836,8140,53
2021-02-19,Montana,30,98465,254,1340,2
2021-02-19,Nebraska,31,198949,468,2167,16
2021-02-19,Nevada,32,290399,437,4838,31
2021-02-19,New Hampshire,33,72767,368,1152,2
2021-02-19,New Jersey,34,761496,3046,22784,63
2021-02-19,New Mexico,35,182050,311,3601,19
2021-02-19,New York,36,1577454,8573,46119,162
2021-02-19,North Carolina,37,838126,3203,10863,59
2021-02-19,North Dakota,38,99183,119,1465,0
2021-02-19,Northern Mariana Islands,69,135,0,2,0
2021-02-19,Ohio,39,949695,2306,16693,82
2021-02-19,Oklahoma,40,417345,869,4132,20
2021-02-19,Oregon,41,152190,477,2155,0
2021-02-19,Pennsylvania,42,913825,2792,23529,77
2021-02-19,Puerto Rico,72,132239,118,1947,7
2021-02-19,Rhode Island,44,123145,286,2376,9
2021-02-19,South Carolina,45,497937,2893,8213,58
2021-02-19,South Dakota,46,111018,147,1853,6
2021-02-19,Tennessee,47,749512,1305,10971,7
2021-02-19,Texas,48,2585482,5898,42000,236
2021-02-19,Utah,49,365314,857,1834,21
2021-02-19,Vermont,50,14251,102,193,0
2021-02-19,Virgin Islands,78,2575,17,25,0
2021-02-19,Virginia,51,559930,2034,7098,8
2021-02-19,Washington,53,336184,846,4886,18
2021-02-19,West Virginia,54,129055,295,2248,12
2021-02-19,Wisconsin,55,610974,918,6856,36
2021-02-19,Wyoming,56,53683,152,662,0
2021-02-20,Alabama,01,485986,774,9590,17
2021-02-20,Alaska,02,56979,0,278,0
2021-02-20,Arizona,04,807163,2126,15480,41
2021-02-20,Arkansas,05,315230,517,5348,12
2021-02-20,California,06,3527411,6062,49111,317
2021-02-20,Colorado,08,422240,913,5984,4
2021-02-20,Connecticut,09,273101,0,7523,0
2021-02-20,Delaware,10,84531,350,1366,23
2021-02-20,District of Columbia,11,39553,92,994,1
2021-02-20,Florida,12,1863699,7280,29812,121
2021-02-20,Georgia,13,958998,3274,16233,123
2021-02-20,Guam,66,8685,1,131,0
2021-02-20,Hawaii,15,27011,49,427,0
2021-02-20,Idaho,16,169229,145,1829,0
2021-02-20,Illinois,17,1175781,1884,22426,58
2021-02-20,Indiana,18,657848,1415,12336,11
2021-02-20,Iowa,19,332225,478,5336,0
2021-02-20,Kansas,20,294010,141,4614,0
2021-02-20,Kentucky,21,400011,1346,4585,23
2021-02-20,Louisiana,22,422287,0,9440,0
2021-02-20,Maine,23,43367,143,658,2
2021-02-20,Maryland,24,375919,763,7697,20
2021-02-20,Massachusetts,25,567764,1970,15779,53
2021-02-20,Michigan,26,635359,820,16332,67
2021-02-20,Minnesota,27,478225,870,6491,11
2021-02-20,Mississippi,28,290242,350,6553,19
2021-02-20,Missouri,29,519922,481,8151,11
2021-02-20,Montana,30,98681,216,1342,2
2021-02-20,Nebraska,31,199162,213,2169,2
2021-02-20,Nevada,32,290742,343,4870,32
2021-02-20,New Hampshire,33,73161,394,1153,1
2021-02-20,New Jersey,34,764374,2878,22834,50
2021-02-20,New Mexico,35,182475,425,3612,11
2021-02-20,New York,36,1585692,8238,46233,114
2021-02-20,North Carolina,37,841315,3189,10930,67
2021-02-20,North Dakota,38,99258,75,1467,2
2021-02-20,Northern Mariana Islands,69,135,0,2,0
2021-02-20,Ohio,39,952306,2611,16749,56
2021-02-20,Oklahoma,40,418318,973,4155,23
2021-02-20,Oregon,41,152711,521,2159,4
2021-02-20,Pennsylvania,42,916378,2553,23615,86
2021-02-20,Puerto Rico,72,132450,211,1957,10
2021-02-20,Rhode Island,44,123145,0,2376,0
2021-02-20,South Carolina,45,501277,3340,8256,43
2021-02-20,South Dakota,46,111165,147,1859,6
2021-02-20,Tennessee,47,750628,1116,11022,51
2021-02-20,Texas,48,2590989,5507,42202,202
2021-02-20,Utah,49,366091,777,1842,8
2021-02-20,Vermont,50,14359,108,196,3
2021-02-20,Virgin Islands,78,2575,0,25,0
2021-02-20,Virginia,51,561812,1882,7197,99
2021-02-20,Washington,53,336819,635,4886,0
2021-02-20,West Virginia,54,129364,309,2254,6
2021-02-20,Wisconsin,55,611789,815,6875,19
2021-02-20,Wyoming,56,53683,0,662,0
2021-02-21,Alabama,01,486843,857,9592,2
2021-02-21,Alaska,02,56979,0,278,0
2021-02-21,Arizona,04,808247,1084,15505,25
2021-02-21,Arkansas,05,315514,284,5357,9
2021-02-21,California,06,3532057,4646,49340,229
2021-02-21,Colorado,08,423208,968,5989,5
2021-02-21,Connecticut,09,273101,0,7523,0
2021-02-21,Delaware,10,84732,201,1367,1
2021-02-21,District of Columbia,11,39648,95,995,1
2021-02-21,Florida,12,1868764,5065,29905,93
2021-02-21,Georgia,13,960697,1699,16235,2
2021-02-21,Guam,66,8689,4,131,0
2021-02-21,Hawaii,15,27075,64,428,1
2021-02-21,Idaho,16,169229,0,1829,0
2021-02-21,Illinois,17,1177301,1520,22466,40
2021-02-21,Indiana,18,658730,882,12372,36
2021-02-21,Iowa,19,332640,415,5336,0
2021-02-21,Kansas,20,294010,0,4614,0
2021-02-21,Kentucky,21,400952,941,4604,19
2021-02-21,Louisiana,22,424176,1889,9466,26
2021-02-21,Maine,23,43497,130,658,0
2021-02-21,Maryland,24,376537,618,7715,18
2021-02-21,Massachusetts,25,569284,1520,15826,47
2021-02-21,Michigan,26,635369,10,16332,0
2021-02-21,Minnesota,27,479104,879,6500,9
2021-02-21,Mississippi,28,290632,390,6553,0
2021-02-21,Missouri,29,520226,304,8151,0
2021-02-21,Montana,30,98779,98,1343,1
2021-02-21,Nebraska,31,199362,200,2169,0
2021-02-21,Nevada,32,291024,282,4872,2
2021-02-21,New Hampshire,33,73413,252,1154,1
2021-02-21,New Jersey,34,766405,2031,22858,24
2021-02-21,New Mexico,35,182789,314,3626,14
2021-02-21,New York,36,1591929,6237,46346,113
2021-02-21,North Carolina,37,843395,2080,10957,27
2021-02-21,North Dakota,38,99307,49,1468,1
2021-02-21,Northern Mariana Islands,69,143,8,2,0
2021-02-21,Ohio,39,953767,1461,16816,67
2021-02-21,Oklahoma,40,419354,1036,4181,26
2021-02-21,Oregon,41,152818,107,2159,0
2021-02-21,Pennsylvania,42,918174,1796,23640,25
2021-02-21,Puerto Rico,72,132699,249,1979,22
2021-02-21,Rhode Island,44,123145,0,2376,0
2021-02-21,South Carolina,45,504149,2872,8324,68
2021-02-21,South Dakota,46,111304,139,1863,4
2021-02-21,Tennessee,47,751663,1035,11040,18
2021-02-21,Texas,48,2597379,6390,42321,119
2021-02-21,Utah,49,366792,701,1852,10
2021-02-21,Vermont,50,14493,134,197,1
2021-02-21,Virgin Islands,78,2575,0,25,0
2021-02-21,Virginia,51,564115,2303,7331,134
2021-02-21,Washington,53,336945,126,4886,0
2021-02-21,West Virginia,54,129616,252,2261,7
2021-02-21,Wisconsin,55,612240,451,6875,0
2021-02-21,Wyoming,56,53795,112,662,0
2021-02-22,Alabama,01,487520,677,9592,0
2021-02-22,Alaska,02,57316,337,279,1
2021-02-22,Arizona,04,809899,1652,15502,-3
2021-02-22,Arkansas,05,315759,245,5363,6
2021-02-22,California,06,3537033,4976,49531,191
2021-02-22,Colorado,08,424097,889,5990,1
2021-02-22,Connecticut,09,275334,2233,7562,39
2021-02-22,Delaware,10,85090,358,1368,1
2021-02-22,District of Columbia,11,39755,107,995,0
2021-02-22,Florida,12,1872915,4151,30064,159
2021-02-22,Georgia,13,962215,1518,16313,78
2021-02-22,Guam,66,8696,7,131,0
2021-02-22,Hawaii,15,27124,49,428,0
2021-02-22,Idaho,16,169723,494,1828,-1
2021-02-22,Illinois,17,1178702,1401,22506,40
2021-02-22,Indiana,18,659547,817,12407,35
2021-02-22,Iowa,19,333087,447,5374,38
2021-02-22,Kansas,20,294873,863,4643,29
2021-02-22,Kentucky,21,401579,627,4619,15
2021-02-22,Louisiana,22,424644,468,9477,11
2021-02-22,Maine,23,43594,97,658,0
2021-02-22,Maryland,24,377148,611,7732,17
2021-02-22,Massachusetts,25,570546,1262,15853,27
2021-02-22,Michigan,26,637100,1731,16334,2
2021-02-22,Minnesota,27,479659,555,6501,1
2021-02-22,Mississippi,28,290874,242,6553,0
2021-02-22,Missouri,29,521050,824,8167,16
2021-02-22,Montana,30,98929,150,1342,-1
2021-02-22,Nebraska,31,199619,257,2171,2
2021-02-22,Nevada,32,291198,174,4882,10
2021-02-22,New Hampshire,33,73665,252,1154,0
2021-02-22,New Jersey,34,769109,2704,22874,16
2021-02-22,New Mexico,35,183023,234,3637,11
2021-02-22,New York,36,1598226,6297,46454,108
2021-02-22,North Carolina,37,846084,2689,10976,19
2021-02-22,North Dakota,38,99342,35,1468,0
2021-02-22,Northern Mariana Islands,69,143,0,2,0
2021-02-22,Ohio,39,955378,1611,16874,58
2021-02-22,Oklahoma,40,419853,499,4203,22
2021-02-22,Oregon,41,153139,321,2166,7
2021-02-22,Pennsylvania,42,920025,1851,23657,17
2021-02-22,Puerto Rico,72,132872,173,1983,4
2021-02-22,Rhode Island,44,123980,835,2466,90
2021-02-22,South Carolina,45,505589,1440,8332,8
2021-02-22,South Dakota,46,111334,30,1863,0
2021-02-22,Tennessee,47,752816,1153,11059,19
2021-02-22,Texas,48,2604710,7331,42484,163
2021-02-22,Utah,49,367130,338,1853,1
2021-02-22,Vermont,50,14608,115,198,1
2021-02-22,Virgin Islands,78,2579,4,25,0
2021-02-22,Virginia,51,565270,1155,7486,155
2021-02-22,Washington,53,338309,1364,4924,38
2021-02-22,West Virginia,54,129854,238,2263,2
2021-02-22,Wisconsin,55,612713,473,6876,1
2021-02-22,Wyoming,56,53900,105,662,0
2021-02-23,Alabama,01,488973,1453,9660,68
2021-02-23,Alaska,02,57371,55,279,0
2021-02-23,Arizona,04,811560,1661,15651,149
2021-02-23,Arkansas,05,316593,834,5377,14
2021-02-23,California,06,3543293,6260,49869,338
2021-02-23,Colorado,08,425155,1058,6003,13
2021-02-23,Connecticut,09,276691,1357,7572,10
2021-02-23,Delaware,10,85228,138,1379,11
2021-02-23,District of Columbia,11,39844,89,998,3
2021-02-23,Florida,12,1878525,5610,30212,148
2021-02-23,Georgia,13,966131,3916,16401,88
2021-02-23,Guam,66,8696,0,131,0
2021-02-23,Hawaii,15,27168,44,428,0
2021-02-23,Idaho,16,170013,290,1842,14
2021-02-23,Illinois,17,1180421,1719,22528,22
2021-02-23,Indiana,18,660229,682,12450,43
2021-02-23,Iowa,19,333962,875,5400,26
2021-02-23,Kansas,20,294885,12,4643,0
2021-02-23,Kentucky,21,402943,1364,4636,17
2021-02-23,Louisiana,22,426048,1404,9503,26
2021-02-23,Maine,23,43736,142,660,2
2021-02-23,Maryland,24,377810,662,7762,30
2021-02-23,Massachusetts,25,571783,1237,15883,30
2021-02-23,Michigan,26,638824,1724,16371,37
2021-02-23,Minnesota,27,480159,500,6502,1
2021-02-23,Mississippi,28,291222,348,6577,24
2021-02-23,Missouri,29,521782,732,8284,117
2021-02-23,Montana,30,99161,232,1347,5
2021-02-23,Nebraska,31,199837,218,2172,1
2021-02-23,Nevada,32,291698,500,4903,21
2021-02-23,New Hampshire,33,73923,258,1155,1
2021-02-23,New Jersey,34,772267,3158,22978,104
2021-02-23,New Mexico,35,183335,312,3646,9
2021-02-23,New York,36,1605149,6923,46562,108
2021-02-23,North Carolina,37,847652,1568,11007,31
2021-02-23,North Dakota,38,99446,104,1469,1
2021-02-23,Northern Mariana Islands,69,143,0,2,0
2021-02-23,Ohio,39,958153,2775,16972,98
2021-02-23,Oklahoma,40,420212,359,4227,24
2021-02-23,Oregon,41,153645,506,2171,5
2021-02-23,Pennsylvania,42,922848,2823,23749,92
2021-02-23,Puerto Rico,72,133091,219,1986,3
2021-02-23,Rhode Island,44,124262,282,2476,10
2021-02-23,South Carolina,45,506912,1323,8357,25
2021-02-23,South Dakota,46,111546,212,1863,0
2021-02-23,Tennessee,47,754161,1345,11108,49
2021-02-23,Texas,48,2614977,10267,42728,244
2021-02-23,Utah,49,367846,716,1865,12
2021-02-23,Vermont,50,14691,83,199,1
2021-02-23,Virgin Islands,78,2589,10,25,0
2021-02-23,Virginia,51,567039,1769,7658,172
2021-02-23,Washington,53,339051,742,4947,23
2021-02-23,West Virginia,54,130139,285,2274,11
2021-02-23,Wisconsin,55,613427,714,6914,38
2021-02-23,Wyoming,56,53944,44,671,9
2021-02-24,Alabama,01,490220,1247,9744,84
2021-02-24,Alaska,02,57550,179,279,0
2021-02-24,Arizona,04,812653,1093,15693,42
2021-02-24,Arkansas,05,317396,803,5387,10
2021-02-24,California,06,3549145,5852,50953,1084
2021-02-24,Colorado,08,426281,1126,6012,9
2021-02-24,Connecticut,09,278184,1493,7595,23
2021-02-24,Delaware,10,85506,278,1402,23
2021-02-24,District of Columbia,11,39943,99,1001,3
2021-02-24,Florida,12,1885653,7128,30339,127
2021-02-24,Georgia,13,969603,3472,16532,131
2021-02-24,Guam,66,8698,2,131,0
2021-02-24,Hawaii,15,27211,43,432,4
2021-02-24,Idaho,16,170351,338,1842,0
2021-02-24,Illinois,17,1182402,1981,22575,47
2021-02-24,Indiana,18,661241,1012,12467,17
2021-02-24,Iowa,19,334665,703,5415,15
2021-02-24,Kansas,20,295991,1106,4724,81
2021-02-24,Kentucky,21,404242,1299,4686,50
2021-02-24,Louisiana,22,426925,877,9528,25
2021-02-24,Maine,23,43900,164,677,17
2021-02-24,Maryland,24,378672,862,7789,27
2021-02-24,Massachusetts,25,573885,2102,15945,62
2021-02-24,Michigan,26,640353,1529,16380,9
2021-02-24,Minnesota,27,480913,754,6511,9
2021-02-24,Mississippi,28,291891,669,6605,28
2021-02-24,Missouri,29,522611,829,8316,32
2021-02-24,Montana,30,99363,202,1349,2
2021-02-24,Nebraska,31,200260,423,2179,7
2021-02-24,Nevada,32,292100,402,4922,19
2021-02-24,New Hampshire,33,74258,335,1157,2
2021-02-24,New Jersey,34,775385,3118,23035,57
2021-02-24,New Mexico,35,183781,446,3660,14
2021-02-24,New York,36,1611288,6139,46680,118
2021-02-24,North Carolina,37,850960,3308,11100,93
2021-02-24,North Dakota,38,99561,115,1470,1
2021-02-24,Northern Mariana Islands,69,143,0,2,0
2021-02-24,Ohio,39,959995,1842,17048,76
2021-02-24,Oklahoma,40,421010,798,4264,37
2021-02-24,Oregon,41,154069,424,2204,33
2021-02-24,Pennsylvania,42,925662,2814,23832,83
2021-02-24,Puerto Rico,72,133134,43,2007,21
2021-02-24,Rhode Island,44,124718,456,2487,11
2021-02-24,South Carolina,45,509044,2132,8398,41
2021-02-24,South Dakota,46,111808,262,1864,1
2021-02-24,Tennessee,47,755637,1476,11175,67
2021-02-24,Texas,48,2622573,7596,43053,325
2021-02-24,Utah,49,368658,812,1879,14
2021-02-24,Vermont,50,14768,77,201,2
2021-02-24,Virgin Islands,78,2623,34,25,0
2021-02-24,Virginia,51,568946,1907,7807,149
2021-02-24,Washington,53,339913,862,4988,41
2021-02-24,West Virginia,54,130382,243,2285,11
2021-02-24,Wisconsin,55,614271,844,6940,26
2021-02-24,Wyoming,56,53988,44,671,0
2021-02-25,Alabama,01,491110,890,9831,87
2021-02-25,Alaska,02,57735,185,279,0
2021-02-25,Arizona,04,813898,1245,15821,128
2021-02-25,Arkansas,05,318122,726,5397,10
2021-02-25,California,06,3554779,5634,51385,432
2021-02-25,Colorado,08,427499,1218,6019,7
2021-02-25,Connecticut,09,279159,975,7614,19
2021-02-25,Delaware,10,85801,295,1406,4
2021-02-25,District of Columbia,11,40122,179,1005,4
2021-02-25,Florida,12,1892293,6640,30477,138
2021-02-25,Georgia,13,972984,3381,16663,131
2021-02-25,Guam,66,8699,1,131,0
2021-02-25,Hawaii,15,27247,36,432,0
2021-02-25,Idaho,16,170735,384,1855,13
2021-02-25,Illinois,17,1184374,1972,22607,32
2021-02-25,Indiana,18,662332,1091,12494,27
2021-02-25,Iowa,19,335222,557,5438,23
2021-02-25,Kansas,20,296047,56,4724,0
2021-02-25,Kentucky,21,405637,1395,4722,36
2021-02-25,Louisiana,22,427689,764,9561,33
2021-02-25,Maine,23,44117,217,701,24
2021-02-25,Maryland,24,379648,976,7805,16
2021-02-25,Massachusetts,25,575993,2108,15978,33
2021-02-25,Michigan,26,641925,1572,16428,48
2021-02-25,Minnesota,27,481899,986,6518,7
2021-02-25,Mississippi,28,292811,920,6613,8
2021-02-25,Missouri,29,523311,700,8355,39
2021-02-25,Montana,30,99566,203,1351,2
2021-02-25,Nebraska,31,200663,403,2183,4
2021-02-25,Nevada,32,292689,589,4934,12
2021-02-25,New Hampshire,33,74568,310,1163,6
2021-02-25,New Jersey,34,778960,3575,23105,70
2021-02-25,New Mexico,35,184080,299,3673,13
2021-02-25,New York,36,1620181,8893,46790,110
2021-02-25,North Carolina,37,854394,3434,11162,62
2021-02-25,North Dakota,38,99651,90,1471,1
2021-02-25,Northern Mariana Islands,69,143,0,2,0
2021-02-25,Ohio,39,962404,2409,17128,80
2021-02-25,Oklahoma,40,422156,1146,4302,38
2021-02-25,Oregon,41,154581,512,2214,10
2021-02-25,Pennsylvania,42,928029,2367,23910,78
2021-02-25,Puerto Rico,72,133234,100,2016,9
2021-02-25,Rhode Island,44,125185,467,2496,9
2021-02-25,South Carolina,45,511546,2502,8443,45
2021-02-25,South Dakota,46,111964,156,1872,8
2021-02-25,Tennessee,47,757505,1868,11228,53
2021-02-25,Texas,48,2630384,7811,43350,297
2021-02-25,Utah,49,369490,832,1890,11
2021-02-25,Vermont,50,14840,72,203,2
2021-02-25,Virgin Islands,78,2636,13,25,0
2021-02-25,Virginia,51,570982,2036,7963,156
2021-02-25,Washington,53,340997,1084,5015,27
2021-02-25,West Virginia,54,130813,431,2290,5
2021-02-25,Wisconsin,55,615233,962,6998,58
